gcode,ReleaseDate,ListPrice,Brand,Series Title,Character Name,Sculptor,Scale,Size,Material
HOB-FIG-8517,2008-05-01 00:00:00,3780,Atelier Sai,DUEL MAID,,,,Approx. L120mm (non-scale),
FIGURE-054123-R,2020-06-01 00:00:00,21800,AMAKUNI,"""Fate"" Series",Helena Blavatsky(Caster),i-conAiirosorairo,1/7,Approx. H26cm (including base),
FIGURE-015231,2016-05-01 00:00:00,10584,FunnyKnights,Is the order a rabbit? (Gochuumon wa Usagi desu ka?),Syaro Kirima(Syaro/Thief Lapin),"Unitech, Jun (Eldora Model)",1/7,Approx. H21cm,ATBC-PVC (partially ABS)
HOB-FIG-8306,2008-08-01 00:00:00,410,Banpresto,Code Geass: Lelouch of the Rebellion,C.C.,,,Approx. 14cm,
FIGURE-023525,2017-05-01 00:00:00,12980,Alter,"""THE IDOLM@STER"" Series",Minami Nitta,Mumei,1/8,Approx. H220mm,
HOB-FIG-9345,2008-11-01 00:00:00,7020,WAVE,Shining Wind,Xecty Ein,Clumsy Craft Zero,1/8,Approx. L180mm,
FIGURE-011477,2016-01-01 00:00:00,3456,Phat Company,Expelled from Paradise (Rakuen Tsuihou),Angela Balzac,Hajime KaiyaAcetone,,Approx. H90mm (non-scale),ABS & Non-phthalate PVC
HOB-FIG-3114,2006-03-01 00:00:00,3080,Takara Tomy A.R.T.S,YUKINO,Yukino Shimotsuki,,,Approx. H10cm,"PVC, ABS, other"
FIG-MOE-8131,2013-06-01 00:00:00,14040,Alter,Shining Blade,Mistral Nereis(Misty),Futatsu Shito,1/8,Approx. 240mm including base,
FIGURE-009759,2015-10-01 00:00:00,10780,PULCHRA,ToHeart2,Tamaki Kosaka,PMGb-full,1/10,Approx. H170mm,"Resin Cast, ABS"
FIG-MOE-0056,2008-11-01 00:00:00,6994,Good Smile Company,Lineage,Human Mage,Yoshimasa Nakao,1/8,Approx. H220mm,
FIGURE-035709,2018-06-01 00:00:00,19440,Vertex,Original Character,Archeyle,Yoshiwo Mejiri,1/6,Approx. H250mm,PVC/ABS
FIGURE-027755,2017-12-01 00:00:00,11500,Good Smile Company,Puella Magi Madoka Magica,Mami Tomoe,Hiroshi Umiyama,1/8,Approx. H190mm,
FIG-MOE-1463,2010-04-01 00:00:00,7344,Kotobukiya,School Days,Saionji Sekai,Hirotoshi Nakamura,1/8,Approx. H190mm,
FIGURE-003805-R,2014-05-01 00:00:00,4580,former SEGA,Revolutionary Girl Utena,Utena Tenjou,,,Approx. H20 cm,
FIGURE-007422,2015-04-01 00:00:00,13824,Square Enix,LORD of VERMILION,Teo,,1/8,Approx. W150 x D78 x H205mm,
FIG-MOE-8954,2013-11-01 00:00:00,18144,Aizu Project,"""Hyakka Ryoran"" Series",Gisen Yagyu,,1/6,Approx. H27cm,Coldcast
FIGURE-011964,2015-12-01 00:00:00,3218,PULCHRA,Is It Wrong to Try to Pick Up Girls in a Dungeon?,Hestia,PMGb-full,,Approx. H80mm (non-scale),"Resin Cast, ABS"
FIGURE-060552,2021-01-01 00:00:00,23980,FuRyu,Azur Lane,Yamashiro,Fujiyamamoineau,1/7,Approx. H270mm,"PVC, ABS"
FIG-MOE-0799,2012-03-01 00:00:00,7344,WAVE,Persona 4,Rise Kujikawa,HOKUSOH,1/8,Approx. H205mm,"PVC, Partly ABS"
FIGURE-011252,2017-03-01 00:00:00,13500,,Monobeno,Natsuha Sawai,,1/6,Approx. H150mm,"PVC, ABS, Silicone"
HOB-FIG-4193,2006-11-01 00:00:00,21780,Musashiya,Ikkitousen (Battle Vixens),Shimei Ryomou,Ushio Karumagi,1/5,Approx. 32cm,
FIG-MOE-9041-R,2013-08-01 00:00:00,4180,WAVE,Hidamari Sketch,Yuno,Kano Shinota,1/10,Approx. H150mm,
FIGURE-018770,2020-04-01 00:00:00,10780,Kotobukiya,Re:ZERO -Starting Life in Another World- (Re: Zero kara Hajimeru Isekai Seikatsu),Emilia,Uniko,1/8,Approx. H170mm,"PVC (non-phthalate), ABS"
FIGURE-055415,2020-10-01 00:00:00,4950,FREEing,"""Fate"" Series",Frankenstein(Berserker/Berserker of Black/Saber),Quail,1/12,Approx. H160mm,PVC
FIGURE-038995-R,2019-02-01 00:00:00,24241,FREEing,To Love-Ru Darkness,Mea Kurosaki,Rei Azusa,1/4,Approx. H330mm,
FIGURE-058094-R,2020-03-01 00:00:00,980,FuRyu,Re:ZERO -Starting Life in Another World- (Re: Zero kara Hajimeru Isekai Seikatsu),Rem,,,Approx. 21cm,
FIGURE-014674,2016-07-01 00:00:00,3024,Broccoli,Hyperdimension Neptunia,Nepgear(Purple Sister),b-full + PMG,,"Smartphone Stand: Approx. H126mm, W174mm, D79mm / Figure Part: Approx. H80mm","Main Part: PVC, ABS / Base: ABS"
FIGURE-051168-R,2019-08-01 00:00:00,480,Banpresto,"""Love Live!"" Series",Kanan Matsuura,,,Approx. 7cm,
FIGURE-036569-R,2018-02-01 00:00:00,17112,AMAKUNI,Kantai Collection -Kan Colle-,Kashima,Ken Yokota,1/7,Approx. H25cm,PVC
FIGURE-031921,2018-04-01 00:00:00,12100,Phat Company,"""THE IDOLM@STER"" Series",Chihaya Kisaragi,Yusuke Masaki,1/8,Approx. H160mm (including base),ABS & PVC
FIG-MOE-0096,2008-11-01 00:00:00,7678,Chara-ani,Ikkitousen (Battle Vixens),Ekitoku Chouhi,,,Approx. H200mm (Approx. 210mm including Base),PVC/ Base: ABS
FIG-MOE-6884,2012-12-01 00:00:00,8424,YAMATO,SoniComi,Super Sonico,G.O.Cerberus Project TM,,Approx. H210mm,
HOB-FIG-7572,2011-04-01 00:00:00,7480,Kotobukiya,"""Evangelion"" Series",Misato Katsuragi,Tsukuru Shirahige,1/6,Approx. H190mm,
FIGURE-027551,2017-09-01 00:00:00,15180,Di molto bene,Girls und Panzer,Chiyomi Anzai(Anchovy),"ICREA CO., LTD",1/7,Approx. H220mm,PVC & ABS
FIGURE-053274,2020-06-01 00:00:00,26180,KADOKAWA,Re:ZERO -Starting Life in Another World- (Re: Zero kara Hajimeru Isekai Seikatsu),Subaru Natsuki(Subaru Natsuki),Fundoshi,,"Approx. L300mm, Approx. H160mm (non-scale)",ABS & PVC
FIGURE-057035,2020-09-01 00:00:00,15950,Takara Tomy,My Hero Academia (Boku no Hero Academia),Momo Yaoyorozu(Creati),Akachomu,1/8,Approx. H230mm,"PVC, ABS"
FIG-MOE-1526,2010-04-01 00:00:00,7700,T's system.,,,Takeshi MiyagawaT's system.,1/6,,
FIG-MOE-3873,2011-12-01 00:00:00,9180,Kaitendo,Koiiro Sora Moyou,Kayoko Kanou,Embrace Japan,1/8,,PVC / Base: ABS
FIGURE-008682,2015-06-01 00:00:00,10584,Orca Toys,Oreimo 2 (My Little Sister Can't Be This Cute 2nd Season),Kuroneko(Ruri Gokou),Yasuhiro Uchijimaessence.,1/7,Approx. 155mm,
FIGURE-005255,2014-07-01 00:00:00,12019,Max Factory,Sasami-san@Ganbaranai,Tsurugi Yagami,Patton,1/7,Approx. H120mm,
FIG-MOE-0182,2008-10-01 00:00:00,7344,Aoshima,Original Character: Shunya Yamashita,Linkwood,Alchemi*Sta,1/7,Approx. H230mm,
HOB-FIG-7972,2011-12-01 00:00:00,8208,Enterbrain,Manyuu Hikenchou,Chifusa Manyuu,French DollCerberus Project TM,1/7,Approx. H16cm,"PVC, ABS"
FIG-MOE-1731,2010-06-01 00:00:00,8360,Griffon Enterprises,Queen's Blade,Claudette,Ryouichi Ikeda,1/7,Approx. H22.5cm,
HOB-FIG-6770-R,2008-02-01 00:00:00,640,former SEGA,Super Blackjack,Rio(Rio Rollins Tachibana),Rei AzusaGundoll,,Approx. 14cm,
FIGURE-002636,2014-01-01 00:00:00,8800,,Beat Blades Haruka,Narika Shihodo,Osamu Ryuzaki,1/8,,"PVC, ABS"
FIGURE-015100,2016-04-01 00:00:00,16200,WING,Jingai Makyo,Ignis,ErikoArai Kogyo,1/7,Approx. H270mm,ABS & PVC
FIG-MOE-0251,2009-04-01 00:00:00,8023,Art Storm,Wild Wet West,Juliona Trans,G.OCerberus Project TM,1/6,Approx. H220mm,
FIG-MOE-4417,2012-03-01 00:00:00,8172,Good Smile Company,Bakemonogatari,Shinobu Oshino(Kiss-Shot Acerola-Orion Heart-Under-Blade),Ken Yokota,1/8,Approx. H200mm,
FIGURE-009782,2015-04-01 00:00:00,6264,MegaHouse,Nisekoi,Kosaki Onodera,Fumiyoshi Tokunaga,1/10,Approx. H160mm,
HOB-FIG-4125A,2006-11-01 00:00:00,4320,MegaHouse,Mobile Suit Gundam SEED,Lacus Clyne,,Approx. 1/8,190mm,
FIGURE-037963,2019-01-01 00:00:00,12222,Good Smile Company,Land of the Lustrous (Houseki no Kuni),Antarcticite,Kamiture Sayoko,,Approx. H170mm (non-scale),ABS & PVC
FIGURE-051939,2019-11-01 00:00:00,14300,Bellfine,"""Evangelion"" Series",Rei Ayanami [Tentative Name],Miki OusakaCherry Blossom,1/7,Approx. H105mm,"PVC, ABS"
HOB-FIG-5035,2009-02-01 00:00:00,7344,YAMATO,,,kaoru,,,"ABS, PVC, etc."
FIGURE-059766,2020-09-01 00:00:00,2200,Bandai,Demon Slayer: Kimetsu no Yaiba,Shinobu Kocho(Insect Pillar),,,15cm,
FIG-MOE-2537,2011-06-01 00:00:00,7344,MegaHouse,Mobile Suit V Gundam,Katejina Loos,AkatsukiAlter,1/8,Approx. H210mm,
FIG-MOE-2555,2011-08-01 00:00:00,10079,OrchidSeed,Bastard!!,Arshes Nei,Satoshi Ishiyama,1/6,Approx. H25cm,
HOB-FIG-6766,2008-01-01 00:00:00,1020,former SEGA,Super Blackjack,Rio(Rio Rollins Tachibana),Hiroomi ShigaUnsweet,,Approx. 23cm,
FIG-MOE-5190,2012-04-01 00:00:00,21384,,,,Erick Sosa,,H35cm (including Base),
FIG-MOE-0782,2009-08-01 00:00:00,8424,YAMATO,Street Fighter,Cammy White,Mitsumasa YoshizawaREFLECT,,Approx. H260mm,
FIG-MOE-0204,2009-02-01 00:00:00,8580,New Line,Ikkitousen (Battle Vixens),Unchou Kan-u,Goemon,1/7,Approx. H27cm,
FIGURE-001867,2014-01-01 00:00:00,8640,,Haganai NEXT (Boku wa Tomodachi ga Sukunai NEXT),Yozora Mikazuki,,1/8,Approx. H16cm,"ABS, PVC / Base: ABS"
FIGURE-027070-R,2017-01-01 00:00:00,1040,SEGA Interactive,Is the order a rabbit? (Gochuumon wa Usagi desu ka?),Rize Tedeza(Rize),,,Approx. H18cm,
FIGURE-038811,2018-09-01 00:00:00,16848,Proovy,Senran Kagura,Ryobi,M.I.C.,1/10,Ryobi: Approx. H113mm *Excluding the ahoge part (hair on top) / Ryona: Approx. H115mm,PVC & ABS
FIGURE-009466,2015-11-01 00:00:00,11664,Orca Toys,Denpa Onna to Seishun Otoko,Erio Towa,TereGILL GILL,1/7,Approx. L110mm,
FIGURE-018052,2016-08-01 00:00:00,14800,PULCHRA,Kantai Collection -Kan Colle-,Tokitsukaze,b-fullPMG,1/7,Approx. H200mm,
FIGURE-027546,2017-07-01 00:00:00,4860,Yanoman,"""Macross"" Series",Freyja Wion,Hiroki AbeHeavy Gauge,,Approx. H13cm / Sitting Height: Approx. 8cm (non-scale),PVC
FIGURE-010939,2015-10-01 00:00:00,2484,Phat Company,Kantai Collection -Kan Colle-,Yukikaze,Ain/Hajime Kaiya,,Approx. H70mm (non-scale),ABS & ATBC-PVC
FIGURE-611254,2021-01-01 00:00:00,20680,eighteen,Tokonatsu no Yuuwaku Bikini,Marina Uminagi,Katsuaki Nemoto,1/6,Approx. H280mm,"PVC, ABS"
HOB-FIG-3500,2006-10-01 00:00:00,4320,Toranoana,Mecha Musume,,Me-n,,,
FIGURE-043154,2019-05-01 00:00:00,15180,amiami,"""THE IDOLM@STER"" Series",Kanade Hayami,HatiotoHatiotoshiki,1/8,Approx. H220mm,"PVC, ABS"
FIGURE-052946,2020-03-01 00:00:00,18150,Kotobukiya,Overlord,Evileye,Hiro,1/7,Approx. H230mm (including base),PVC
FIGURE-040104,2018-11-01 00:00:00,20350,DRAGON Toy,Walkure Romanze,Akane Ryuzoji,D-zoudiskvision,1/6,Approx. H31cm,
FIGURE-047807,2019-12-01 00:00:00,18480,SkyTube,,,2%,1/6,Approx. H27cm (including base),PVC
HOB-FIG-3558,2007-06-01 00:00:00,4180,Kotobukiya,ToHeart2,Manaka Komaki,HIDE,1/8,Approx.195mm,PVC
FIG-MOE-3939,2013-01-01 00:00:00,7480,Kotobukiya,"""Dungeon Travelers"" Series",Karin Sasamori,Ryo Hashimoto,1/8,Approx. H200mm,
FIGURE-011485,2015-08-01 00:00:00,14080,Lechery,Original Character: Lechery,Shizuku,Lechery,1/6,Approx. 24cm,
FIGURE-009331,2015-02-01 00:00:00,10692,Griffon Enterprises,Infinite Stratos (IS),Cecilia Alcott,TEAM GENESIS,1/7,Approx. H25cm,
FIG-MOE-4082,2012-12-01 00:00:00,6380,Kotobukiya,"""Lyrical Nanoha"" Series",Nanoha Takamachi,Takashi TsukadaGILL GILL,1/8,Approx. H160mm,
HOB-FIG-5007B,2007-05-01 00:00:00,6480,Toy's Works,Mascot Character: Others,Hobby-chan,Hiro,1/7,Approx. H22cm,"ATBC-PVC, ABS"
FIG-MOE-1123,2010-01-01 00:00:00,8800,Daiki Kogyo,,,Sakura BunchouTOLIBRAIN,1/6,,
FIG-MOE-7376,2013-04-01 00:00:00,8800,,Touhou Project,Keine Kamashirasawa,Deru,1/8,Approx. H19.5cm,
HOB-FIG-8873,2008-12-01 00:00:00,10584,Medicom Toy,Dr. Slump,,Yuuki Nakagawa,,Approx. H170mm,
FIGURE-034772-R,2018-05-01 00:00:00,12100,Stronger,"""Love Live!"" Series",Mari Ohara,Akira NakamuraColobito,1/8,Approx. 20cm,ATBC-PVC
FIGURE-054210,2020-06-01 00:00:00,1760,Bandai,"""Code Geass"" Series",C.C.,,,25cm,
HOB-FIG-2609,2005-11-01 00:00:00,4320,Good Smile Company,Suigetsu,Yuki Kotonomiya,YamamotoStudio Delta Wave,1/8,Approx. H100mm,
HOB-FIG-6772,2008-02-01 00:00:00,1020,former SEGA,Neon Genesis Evangelion,Rei Ayanami,OSIRISHeavy Gauge,,Approx. 16cm,
HOB-FIG-2475A,2005-09-01 00:00:00,7020,YAMATO,Bubblegum Crisis,Sylia Stingray,,,Approx. 15cm Tall,
FIG-MOE-7635,2013-04-01 00:00:00,20900,,Ikkitousen: Shuugaku Toushi Keppuroku,Unchou Kan-u,Orca Works & Kaihatsushitsu Sorairo,,Approx. 23.5cm,
FIG-MOE-0318,,4180,MegaHouse,History's Strongest Disciple Kenichi,Shigure Kosaka,,,,
HOB-FIG-7778,2008-02-01 00:00:00,9180,CM's Corporation,Potemayo,Potemayo,,1/1,Approx. H250mm,ATBC-PVC
HOB-FIG-5001,2007-03-01 00:00:00,4620,YAMATO,Ikkitousen (Battle Vixens),Unchou Kan-u,Eiichi Ishidastudio DRESS,1/7,,"PVC, ABS"
FIGURE-051504,2021-01-01 00:00:00,15800,Good Smile Company,"""VOCALOID"" Series",Hatsune Miku,jarel,1/8,Approx. H210mm,ABS & PVC
FIGURE-009734-R,2015-07-01 00:00:00,15180,Orca Toys,ToHeart2 XRATED,Sasara Kusugawa,Masaaki KobayashiOrca Toys,1/5,Approx. L230mm,
FIGURE-033463,2018-01-01 00:00:00,14904,PULCHRA,Re:ZERO -Starting Life in Another World- (Re: Zero kara Hajimeru Isekai Seikatsu),Ram,PUSAN Kamomeb-full,1/7,Approx. H235mm (including base),"PVC, ABS"
FIGURE-038245,2019-01-01 00:00:00,16280,Phat Company,Kantai Collection -Kan Colle-,Hamakaze,"Akachomu, RyuuichiPeacemaker",1/7,Approx. H220mm,ABS & PVC
FIG-MOE-0504,2009-04-01 00:00:00,9873,COSPA,Da Capo,Kotori Shirakawa,,1/6,,"PVC, Partially ABS"
FIGURE-014586,2016-05-01 00:00:00,14904,Orca Toys,Mahou Shoujo,Misa Suzuhara(Misanee),ToriaCherry Blossom,1/7,Approx. 255mm (up to short spearhead),
FIGURE-007489-R,2014-05-01 00:00:00,2380,Banpresto,Puella Magi Madoka Magica,Homura Akemi,,,Approx. H16cm,
HOB-FIG-6495,2008-09-01 00:00:00,6264,Capcom,History's Strongest Disciple Kenichi,Shigure Kosaka,Koichi YamazakiTANDEM TWIN,,Approx. H25cm,"ATBC-PVC, ABS"
HOB-FIG-8912,2012-03-01 00:00:00,6264,Kotobukiya,Yotsunoha,Nono Nekomiya,Masato Abe,1/6,Approx. H240mm,
FIG-MOE-0323,2009-01-01 00:00:00,9240,Organic,Highschool of the Dead,Rei Miyamoto,Takayuki ShiragamiYukishiro,,Appx. 17cm Tall,
FIGURE-050667,2020-03-01 00:00:00,29000,UnknownModel,Senkan Shoujo R,Le Fantasque,polka,1/5,,"PVC, ABS"
FIGURE-005662,2014-08-01 00:00:00,9936,Q-six,,,Amaha Minatogawakip,1/6,Approx. H26cm,
FIGURE-012425-R,2015-07-01 00:00:00,780,Banpresto,"""THE IDOLM@STER"" Series",Uzuki Shimamura,,,Approx. 18cm,
FIGURE-031218,2018-02-01 00:00:00,14040,Vertex,Tokyo Necro,Mitsumi Gijou,Yoshiwo Mejiri,1/7,Approx. H230mm,PVC/ABS
FIGURE-054015,2020-12-01 00:00:00,4290,Phat Company,Saekano: How to Raise a Boring Girlfriend,Megumi Kato,Hajime KaiyaAcetone,,Approx. H70mm (non-scale),ABS & PVC
FIG-MOE-03743-R,2009-12-01 00:00:00,1080,Banpresto,K-On!,Mio Akiyama,Tetsuya Nihira,,Approx. H16cm,
FIG-MOE-0914,2009-10-01 00:00:00,15180,Amie-Grand,Ikkitousen (Battle Vixens),Shiryuu Chou'un,Ryouichi IkedaR.S.B,1/7,H21cm,
FIGURE-060844-R,2020-07-01 00:00:00,1280,SEGA Interactive,"""Evangelion"" Series",Rei Ayanami [Tentative Name],,,Approx. H22cm,
FIGURE-057401,2020-08-01 00:00:00,15180,WAVE,Azur Lane,Akagi,Yozo Ogawa,1/8,Approx. H24cm,PVC (Partly ABS)
FIGURE-028745,2017-11-01 00:00:00,14904,Di molto bene,Anne Happy (Unhappy Go Lucky),Ruri Hibarigaoka,,1/7,Approx. H180mm,PVC & ABS
HOB-FIG-0569r,2006-11-01 00:00:00,1320,GSI Creos,"""Original Character: Range Murata""",Mayura,,,,
HOB-FIG-9024,2008-08-01 00:00:00,7313,Wafudo Ganguten,ToHeart2,Sasara Kusugawa,Sunny DayCerberus Project TM,1/7,Approx. H19cm,PVC (Partially ABS)
FIGURE-003217,2013-12-01 00:00:00,9072,,Oreimo 2 (My Little Sister Can't Be This Cute 2nd Season),Kirino Kousaka,mskmodel-[F],1/8,Approx. H18cm,PVC
FIGURE-002187,2019-03-01 00:00:00,4536,WAVE,GJ-bu,Mao Amatsuka,"Matsumura Engineering, LTD.",1/10,Approx. H145mm,
FIGURE-040043,2018-12-01 00:00:00,13824,WAVE,"""THE IDOLM@STER"" Series",Fumika Sagisawa,Carve Models,1/8,Approx. H21.5cm,PVC (part ABS)
FIG-MOE-8628,2013-11-01 00:00:00,20365,,Oh My Goddess! (Ah! My Goddess!),Belldandy,Chieri,1/10,Approx. H320mm,
FIG-MOE-08027-R,2008-02-01 00:00:00,450,Konami,beatmania,Xiatian,,,Approx. 140mm,
FIGURE-118070,2021-08-01 00:00:00,19580,Phat Company,Goblin Slayer,Priestess,Yusuke Masaki,1/7,Approx. H240mm (Includes the hat),ABS & PVC
HOB-FIG-3109,2006-03-01 00:00:00,4320,Alter,"Djibril, The Devil Angel",Hikari Jinno(Djibril Aries/Black Aries),NumakuraSinsemia,1/8,Approx. H190mm,
HOB-FIG-3352-R,2006-05-01 00:00:00,2750,Takara Tomy,,,,,,
FIGURE-023090,2017-01-01 00:00:00,18700,Union Creative,"""Ikkitousen"" Series",Unchou Kan-u,Keita Kawai,,Approx. 25cm,"Figure: ATBC-PVC / Base, Some Alternative Parts: ABS"
FIG-MOE-5676,2012-09-01 00:00:00,11664,,Persona 3 FES,Aigis,Mitsumasa YoshizawaREFLECT,,Approx. H275mm,"Non-Phthalate PVC, ABS"
FIGURE-019453,2016-12-01 00:00:00,12980,ques Q,Touhou Project,Flandre Scarlet,Keroriso,1/8,Approx. H24cm,
FIGURE-006922,2014-09-01 00:00:00,14080,,Rozen Maiden,Kirakishou,i-con,1/3,Approx. H22.5cm (including base) / Approx. 19.5cm (without base),
FIG-MOE-7646,2013-03-01 00:00:00,9180,,THE IDOLM@STER (THE IDOLMASTER),Azusa Miura,Tadao Kouno,1/7,Approx. H230mm,
HOB-FIG-1922A,2005-12-01 00:00:00,12600,Aizu Project,G-taste,Miki Endou,ZeroClumsy CLAFT,1/8,,
FIGURE-044150,2019-05-01 00:00:00,14850,Takara Tomy,My Hero Academia (Boku no Hero Academia),Ochaco Uraraka(Uravity),Bronze Circus,1/8,-Mini acrylic character plate (A6 Size),"PVC, ABS"
FIGURE-014410,2016-03-01 00:00:00,12980,Alter,Love Live!,Eli Ayase,Teruyuki,1/7,Approx. H230mm,PVC
FIGURE-055464-R,2020-01-01 00:00:00,18678,HobbyJAPAN,Endro-!,Meiza Endust(Mei),Grizzry Panda,1/7,Approx. H23cm,
FIG-MOE-2051-R,2010-11-01 00:00:00,7480,MegaHouse,Mayoi Neko Overrun!,Fumino Serizawa,Masaki InadaHEPTA,1/7,Approx. H200mm,
FIGURE-050498,2019-12-01 00:00:00,15180,PULCHRA,Maitetsu,Hachiroku,PMGb-full,1/6,Approx. 220mm,
FIGURE-033852,2018-03-01 00:00:00,9350,Kotobukiya,"""Street Fighter"" Series",Decapre,Masahiro TakahashiGILL GILL,1/7,Approx. H225mm (including base),
FIG-MOE-05809-R,2012-04-01 00:00:00,1280,former SEGA,Oreimo (My Little Sister Can't Be This Cute),Kuroneko(Ruri Gokou),,,Approx. 17cm,
FIGURE-060283,2020-10-01 00:00:00,10780,Takara Tomy,My Hero Academia (Boku no Hero Academia),Shoto Todoroki(Shoto),Miro,1/8,Approx. H235mm,"PVC, ABS"
FIG-MOE-0401,2009-04-01 00:00:00,9680,Griffon Enterprises,Ikkitousen (Battle Vixens),Hakufu Sonsaku,Gotaro Takeuchi,1/7,,
FIGURE-119471,2021-02-01 00:00:00,3900,Good Smile Company,Gleipnir,Claire Aoki(Claire),Hose,,Approx. H140mm (non-scale),ABS & PVC
FIGURE-011357,2015-09-01 00:00:00,5400,Bandai,Sailor Moon Crystal,Usagi Tsukino(Sailor Moon/Serenity),,,Approx. H190mm,"ABS, PVC"
FIGURE-010873,2015-08-01 00:00:00,9720,Kotobukiya,Aldnoah.Zero,Asseylum Vers Allusia(Seylum),Tomokatsu Tsukamoto,1/8,Approx. H200mm,"PVC (non-phthalate), ABS"
FIG-MOE-5874,2012-09-01 00:00:00,7344,,Inu x Boku SS,Ririchiyo Shirakiin,Gen KitajimaP.P.Pudding,1/8,Approx. L10cm,
FIGURE-044831,2020-08-01 00:00:00,11713,Good Smile Company,Kantai Collection -Kan Colle-,Kashima,Wotaku Mitoknead,1/8,Approx. H210mm,ABS & PVC
FIG-MOE-1860,2010-09-01 00:00:00,21780,Musashiya,Martian Successor Nadesico,Ruri Hoshino,Ushio Karumagi,1/5,Approx. 32cm,
FIG-MOE-1719-R,2010-07-01 00:00:00,7700,cLayz,Suigetsu,Yuki Kotonomiya,Takeshi MiyagawaT's system.,1/6,,
FIG-MOE-7610-R,2013-01-01 00:00:00,7480,CM's Corporation,Ano Natsu de Matteru (Waiting in the Summer),Kanna Tanigawa,Jun,1/8,Approx. H185mm,"PVC, ABS"
FIG-MOE-0575,2009-06-01 00:00:00,7480,Kotobukiya,,,Sho Kojima,1/7,Approx. H210mm,
FIG-MOE-1967,2010-10-01 00:00:00,8208,Kotobukiya,Mizuiro,Yuki Katase,Cesar/Keijirou Togita,1/7,Approx. H160mm,
FIGURE-003201-R,2014-09-01 00:00:00,10120,Alter,SoniComi,Super Sonico,HIDE + Munetoshi Makio,1/7,Approx. H130mm,
FIG-MOE-4093,2012-03-01 00:00:00,9504,A-label,Oshioki Sweetie -Koi suru Oneesan wa Urahara desu-,Shizune Fuutou,,1/6,,
FIGURE-035586,2018-04-01 00:00:00,14080,Aquamarine,Girls und Panzer,Miho Nishizumi,Houjun Otoyama,1/8,Approx. H250mm,ABS & PVC
FIGURE-013867-R,2016-03-01 00:00:00,2980,Taito,Sword Art Online II,Shino Asada(Sinon),,,Approx. 17cm,
HOB-FIG-5547,2007-08-01 00:00:00,4536,Kotobukiya,,,Hideaki Oya,1/8,Approx. L195mm,
FIGURE-010848,2015-08-01 00:00:00,4104,empty,"""Monogatari"" Series",Yotsugi Ononogi,Hachimaru,,"Approx. 135mm (excluding base, NON scale)","PVC, ABS"
FIGURE-029844,2017-11-01 00:00:00,15120,Aspire,Prison School,Hana Midorikawa,"Icrea, monolith",1/7,Approx. H145mm (with base: approx. 225mm),ABS & PVC
FIG-MOE-8629,2013-07-01 00:00:00,19337,,SoniComi,Super Sonico,Masato Abe,1/4,Approx. H310mm,
FIGURE-028813-R,2017-08-01 00:00:00,1580,Eicoh,Monster Strike,Gabriel,,,Approx. 15cm,
FIGURE-032731,2017-11-01 00:00:00,16500,Union Creative,Martian Successor Nadesico,Ruri Hoshino,Eldora Model,,Approx. H200mm,"ATBC-PVC (main figure), ABS (base, some parts)"
FIG-MOE-0784,2009-10-01 00:00:00,6994,Good Smile Company,,,Miki OusakaCherry Blossom,1/8,Approx. H200mm,
HOB-FIG-4620,2007-10-01 00:00:00,5250,Movic,Kanon,Ayu Tsukimiya,Atelier Sai,Size: Appx. 190mm Tall (1/8 Scale),,
FIGURE-035870,2019-04-01 00:00:00,12019,Good Smile Company,"""Monogatari"" Series",Shinobu Oshino(Kiss-Shot Acerola-Orion Heart-Under-Blade),jarel,1/8,Approx. H200mm,ABS & PVC
FIGURE-038804,2018-08-01 00:00:00,1300,Banpresto,Kantai Collection -Kan Colle-,Shigure,,,Approx. H21cm,
FIG-MOE-2653,2011-06-01 00:00:00,17380,Q-six,Mission,Hakubi,HAWK,1/7,Approx. H23.5cm,Fresh Polystone
HOB-FIG-2331A,2005-08-01 00:00:00,4628,Movic,"Sora no Iro, Mizu no Iro",Asa Mizushima,zenkoIousen,1/8,,
FIGURE-026445,2017-05-01 00:00:00,1500,Taito,Kantai Collection -Kan Colle-,Amatsukaze,,,Approx. 18cm,
FIG-MOE-8833,2013-07-01 00:00:00,8208,ques Q,Toradora!,Taiga Aisaka,YumaSWANBOAT no SOUZA,1/7,Approx. H21cm,
FIG-MOE-2498,2011-08-01 00:00:00,5762,Good Smile Company,"""VOCALOID"" Series",Hatsune Miku,Hiro,1/8,Approx. H170mm,
FIGURE-045883,2019-09-01 00:00:00,30352,FREEing,Touhou Project,Reimu Hakurei,HiroshiSakura Zensen,1/4,Approx. H435mm,PVC
FIGURE-037543,2018-06-01 00:00:00,11880,Aoshima,"""Fate"" Series",Attila(Saber),"Unitech, KokeM x Horic",1/8,H21cm,"ATBC-PVC, ABS"
HOB-FIG-8878,2009-03-01 00:00:00,6480,Aizu Project,,,Cherry Blossom,1/7,,
FIGURE-038690,2019-05-01 00:00:00,13500,Chara-ani,Youjo Senki (Saga of Tanya the Evil),Tanya Degurechaff,,1/7,Approx. H210mm,"ABS, PVC (non-phthalate ester)"
FIGURE-028912,2020-08-01 00:00:00,12980,Flare,"""Evangelion"" Series",Rei Ayanami [Tentative Name],Mitsumasa YoshizawaREFLECT,,Approx. H240mm,
FIGURE-055317-R,2020-05-01 00:00:00,14080,MegaHouse,NARUTO Shippuden,Tsunade(5th Hokage),NekomaruYamanekotei -nekohouse-,,Approx. H160mm,"PVC, ABS"
